"id","side","list","vote"
"01","Left","COM",3.54
"01","Right","M-NC",0.92
"01","Right","UMP",12.68
"01","Right","DVD",22.12
"01","Right","FN",16.49
"01","Left","PG",0.5
"01","Left","SOC",14.1
"01","Left","RDG",0.88
"01","Left","DVG",18.33
"01","Left","VEC",7.96
"01",NA,"AUT",2.48
"10","Left","COM",8.34
"10","Right","MODM",0.42
"10","Right","M-NC",3.76
"10","Right","UMP",26.17
"10","Right","DVD",15.23
"10","Right","FN",24.8
"10","Left","PG",0.19
"10","Left","SOC",13.85
"10","Left","RDG",1.26
"10","Left","DVG",4.25
"10","Left","VEC",1.2
"10","Left","ECO",0.52
"11","Left","EXG",0.89
"11","Left","COM",12.79
"11","Right","M-NC",0.9
"11","Right","UMP",10.47
"11","Right","DVD",0.82
"11","Right","FN",20.6
"11","Right","EXD",0.02
"11","Left","SOC",39.47
"11","Left","VEC",7.89
"11",NA,"AUT",6.15
"12","Left","EXG",0.89
"12","Left","COM",4.73
"12","Right","M-NC",0.62
"12","Right","UMP",11.92
"12","Right","DVD",30.69
"12","Right","FN",2.09
"12","Left","PG",1.33
"12","Left","SOC",21.67
"12","Left","RDG",6.57
"12","Left","DVG",13.06
"12","Left","VEC",5.23
"12",NA,"AUT",1.21
"13","Left","EXG",0.34
"13","Left","COM",9.71
"13","Right","MODM",0.34
"13","Right","M-NC",3.72
"13","Right","UMP",14.55
"13","Right","DVD",6.23
"13","Right","FN",26.86
"13","Right","EXD",0.15
"13","Left","PG",0.89
"13","Left","SOC",25.01
"13","Left","RDG",0.55
"13","Left","DVG",1.16
"13","Left","VEC",8.81
"13","Left","ECO",1.4
"13",NA,"AUT",0.27
"14","Left","EXG",0.43
"14","Left","COM",5.76
"14","Right","MODM",6.11
"14","Right","M-NC",6.11
"14","Right","UMP",10.62
"14","Right","DVD",16.45
"14","Right","FN",9.44
"14","Right","EXD",0.38
"14","Left","PG",0.76
"14","Left","SOC",27.03
"14","Left","RDG",3.71
"14","Left","DVG",0.59
"14","Left","VEC",8.61
"14",NA,"AUT",4.01
"15","Left","COM",6.6
"15","Right","MODM",1.76
"15","Right","M-NC",2.34
"15","Right","M",0.49
"15","Right","UMP",27.11
"15","Right","DVD",25.95
"15","Right","FN",0.39
"15","Left","PG",0.9
"15","Left","SOC",18.28
"15","Left","DVG",11.43
"15","Left","VEC",2.1
"15",NA,"AUT",2.64
"16","Left","EXG",0.31
"16","Left","COM",9.86
"16","Right","MODM",2.69
"16","Right","M-NC",0.87
"16","Right","UMP",28.07
"16","Right","DVD",3.17
"16","Right","FN",12.27
"16","Left","PG",2.21
"16","Left","SOC",34.28
"16","Left","RDG",0.55
"16","Left","DVG",1.37
"16","Left","VEC",4.33
"17","Left","EXG",0.29
"17","Left","COM",4.73
"17","Right","MODM",1.01
"17","Right","M-NC",1.26
"17","Right","M",7.66
"17","Right","UMP",21.93
"17","Right","DVD",5.02
"17","Right","FN",14.64
"17","Left","PG",0.18
"17","Left","SOC",17.27
"17","Left","RDG",14.1
"17","Left","DVG",2.16
"17","Left","VEC",9.32
"17",NA,"AUT",0.43
"18","Left","COM",18.57
"18","Right","MODM",2.39
"18","Right","M-NC",1.72
"18","Right","UMP",15.4
"18","Right","DVD",16.78
"18","Right","FN",9.01
"18","Left","PG",1.13
"18","Left","SOC",24.49
"18","Left","RDG",1.6
"18","Left","DVG",2.46
"18","Left","VEC",6.45
"19","Left","EXG",0.59
"19","Left","COM",9.03
"19","Right","MODM",0.17
"19","Right","M-NC",1.63
"19","Right","M",13.73
"19","Right","UMP",17.25
"19","Right","DVD",9.47
"19","Left","PG",2.01
"19","Left","SOC",33.94
"19","Left","DVG",6.87
"19","Left","VEC",5.16
"19",NA,"AUT",0.15
"02","Left","EXG",0.26
"02","Left","COM",10.12
"02","Right","MODM",0.25
"02","Right","M-NC",0.21
"02","Right","M",3.18
"02","Right","UMP",16.13
"02","Right","DVD",7.25
"02","Right","FN",23.66
"02","Left","PG",1.46
"02","Left","SOC",22.06
"02","Left","RDG",5.31
"02","Left","DVG",6.16
"02","Left","VEC",2.88
"02","Left","ECO",1.06
"21","Left","EXG",0.24
"21","Left","COM",2.72
"21","Right","MODM",1.33
"21","Right","M-NC",4.13
"21","Right","M",14.15
"21","Right","UMP",17.13
"21","Right","DVD",2.69
"21","Right","FN",12.8
"21","Left","PG",3.02
"21","Left","SOC",23.04
"21","Left","RDG",2.43
"21","Left","DVG",8.86
"21","Left","VEC",6.43
"21","Left","ECO",1.02
"22","Left","EXG",1.06
"22","Left","COM",8.66
"22","Right","MODM",1.19
"22","Right","M-NC",1.81
"22","Right","M",16.33
"22","Right","UMP",3.51
"22","Right","DVD",9.91
"22","Right","FN",4.28
"22","Left","PG",0.08
"22","Left","SOC",34.89
"22","Left","RDG",2.11
"22","Left","DVG",5.19
"22","Left","VEC",8.12
"22","Left","ECO",0.41
"22",NA,"REG",2.46
"23","Left","EXG",3.45
"23","Left","COM",10.15
"23","Right","MODM",2.61
"23","Right","UMP",17.73
"23","Right","DVD",17.36
"23","Left","PG",1.72
"23","Left","SOC",38.75
"23","Left","RDG",3.98
"23","Left","DVG",1.65
"23","Left","VEC",2.6
"24","Left","EXG",0.2
"24","Left","COM",14.29
"24","Right","MODM",1.26
"24","Right","UMP",21.52
"24","Right","DVD",3.85
"24","Right","FN",8.91
"24","Left","PG",0.94
"24","Left","SOC",38.38
"24","Left","RDG",1.22
"24","Left","DVG",2.18
"24","Left","VEC",7.24
"25","Left","EXG",1.7
"25","Left","COM",2.06
"25","Right","M",2.22
"25","Right","UMP",33.9
"25","Right","DVD",0.18
"25","Right","FN",15.77
"25","Left","PG",1.36
"25","Left","SOC",26.57
"25","Left","DVG",6.61
"25","Left","VEC",8.72
"25","Left","ECO",0.15
"25",NA,"AUT",0.76
"26","Left","COM",7.23
"26","Right","MODM",1.13
"26","Right","M-NC",5.97
"26","Right","UMP",16.25
"26","Right","DVD",6.6
"26","Right","FN",17.97
"26","Left","SOC",29.11
"26","Left","DVG",1.98
"26","Left","VEC",13.03
"26","Left","ECO",0.07
"26",NA,"AUT",0.67
"27","Left","EXG",1.09
"27","Left","COM",6.47
"27","Right","M-NC",12.7
"27","Right","UMP",14.53
"27","Right","DVD",3.96
"27","Right","FN",20.3
"27","Left","PG",0.16
"27","Left","SOC",26.49
"27","Left","RDG",4.16
"27","Left","DVG",3.67
"27","Left","VEC",6.04
"27","Left","ECO",0.29
"27",NA,"AUT",0.15
"28","Left","EXG",1.78
"28","Left","COM",2.82
"28","Right","MODM",2.23
"28","Right","M-NC",4.63
"28","Right","UMP",24.32
"28","Right","DVD",3.92
"28","Right","FN",18.23
"28","Left","PG",2.16
"28","Left","SOC",18.59
"28","Left","RDG",4.13
"28","Left","DVG",12.9
"28","Left","VEC",3.8
"28",NA,"AUT",0.48
"29","Left","EXG",0.57
"29","Left","COM",4.78
"29","Right","MODM",1.49
"29","Right","M-NC",4
"29","Right","UMP",15.1
"29","Right","DVD",13.75
"29","Right","FN",0.9
"29","Right","EXD",0.74
"29","Left","PG",0.33
"29","Left","SOC",30.59
"29","Left","DVG",14.65
"29","Left","VEC",11.27
"29",NA,"REG",1.82
"2A","Left","COM",4.92
"2A","Right","UMP",20.84
"2A","Right","DVD",22.03
"2A","Right","FN",2.19
"2A","Left","PG",0.37
"2A","Left","SOC",2.1
"2A","Left","RDG",3.44
"2A","Left","DVG",21.1
"2A","Left","ECO",0.83
"2A",NA,"REG",17.92
"2A",NA,"AUT",4.27
"2B","Left","COM",3.29
"2B","Right","UMP",4.59
"2B","Right","DVD",16.32
"2B","Right","FN",1.23
"2B","Left","SOC",7.39
"2B","Left","RDG",8.78
"2B","Left","DVG",36.71
"2B","Left","ECO",0.14
"2B",NA,"REG",21.55
"03","Left","EXG",0.59
"03","Left","COM",19.17
